modern_text,kjv_text
Yahweh upholds the humble. He brings the wicked down to the ground.,"The LORD lifteth up the meek: he casteth the wicked down to the ground. 
"
"Sing to Yahweh with thanksgiving. Sing praises on the harp to our God,","Sing unto the LORD with thanksgiving; sing praise upon the harp unto our God: 
"
"who covers the sky with clouds, who prepares rain for the earth, who makes grass grow on the mountains.","Who covereth the heaven with clouds, who prepareth rain for the earth, who maketh grass to grow upon the mountains. 
"
"He provides food for the livestock, and for the young ravens when they call.","He giveth to the beast his food, and to the young ravens which cry. 
"
He doesn’t delight in the strength of the horse. He takes no pleasure in the legs of a man.,"He delighteth not in the strength of the horse: he taketh not pleasure in the legs of a man. 
"
"Yahweh takes pleasure in those who fear him, in those who hope in his loving kindness.","The LORD taketh pleasure in them that fear him, in those that hope in his mercy. 
"
"Praise Yahweh, Jerusalem! Praise your God, Zion!","Praise the LORD, O Jerusalem; praise thy God, O Zion. 
"
For he has strengthened the bars of your gates. He has blessed your children within you.,"For he hath strengthened the bars of thy gates; he hath blessed thy children within thee. 
"
He makes peace in your borders. He fills you with the finest of the wheat.,"He maketh peace in thy borders, and filleth thee with the finest of the wheat. 
"
He sends out his commandment to the earth. His word runs very swiftly.,"He sendeth forth his commandment upon earth: his word runneth very swiftly. 
"
"He gives snow like wool, and scatters frost like ashes.","He giveth snow like wool: he scattereth the hoarfrost like ashes. 
"
He hurls down his hail like pebbles. Who can stand before his cold?,"He casteth forth his ice like morsels: who can stand before his cold? 
"
"He sends out his word, and melts them. He causes his wind to blow, and the waters flow.","He sendeth out his word, and melteth them: he causeth his wind to blow, and the waters flow. 
"
He shows his word to Jacob; his statutes and his ordinances to Israel.,"He sheweth his word unto Jacob, his statutes and his judgments unto Israel. 
"
He has not done this for just any nation. They don’t know his ordinances. Praise Yah!,"He hath not dealt so with any nation: and as for his judgments, they have not known them. Praise ye the LORD. 
"
Praise Yah! Praise Yahweh from the heavens! Praise him in the heights!,"Praise ye the LORD. Praise ye the LORD from the heavens: praise him in the heights. 
"
"Praise him, all his angels! Praise him, all his army!","Praise ye him, all his angels: praise ye him, all his hosts. 
"
"Praise him, sun and moon! Praise him, all you shining stars!","Praise ye him, sun and moon: praise him, all ye stars of light. 
"
"Praise him, you heavens of heavens, You waters that are above the heavens.","Praise him, ye heavens of heavens, and ye waters that be above the heavens. 
"
"Let them praise Yahweh’s name, For he commanded, and they were created.","Let them praise the name of the LORD: for he commanded, and they were created. 
"
He has also established them forever and ever. He has made a decree which will not pass away.,"He hath also stablished them for ever and ever: he hath made a decree which shall not pass. 
"
"Praise Yahweh from the earth, you great sea creatures, and all depths;","Praise the LORD from the earth, ye dragons, and all deeps: 
"
"lightning and hail, snow and clouds; stormy wind, fulfilling his word;","Fire, and hail; snow, and vapours; stormy wind fulfilling his word: 
"
mountains and all hills; fruit trees and all cedars;,"Mountains, and all hills; fruitful trees, and all cedars: 
"
wild animals and all livestock; small creatures and flying birds;,"Beasts, and all cattle; creeping things, and flying fowl: 
"
kings of the earth and all peoples; princes and all judges of the earth;,"Kings of the earth, and all people; princes, and all judges of the earth: 
"
both young men and maidens; old men and children:,"Both young men, and maidens; old men, and children: 
"
"let them praise Yahweh’s name, for his name alone is exalted. His glory is above the earth and the heavens.","Let them praise the name of the LORD: for his name alone is excellent; his glory is above the earth and heaven. 
"
"He has lifted up the horn of his people, the praise of all his saints; even of the children of Israel, a people near to him. Praise Yah!","He also exalteth the horn of his people, the praise of all his saints; even of the children of Israel, a people near unto him. Praise ye the LORD. 
"
"Praise Yahweh! Sing to Yahweh a new song, his praise in the assembly of the saints.","Praise ye the LORD. Sing unto the LORD a new song, and his praise in the congregation of saints. 
"
Let Israel rejoice in him who made them. Let the children of Zion be joyful in their King.,"Let Israel rejoice in him that made him: let the children of Zion be joyful in their King. 
"
Let them praise his name in the dance! Let them sing praises to him with tambourine and harp!,"Let them praise his name in the dance: let them sing praises unto him with the timbrel and harp. 
"
For Yahweh takes pleasure in his people. He crowns the humble with salvation.,"For the LORD taketh pleasure in his people: he will beautify the meek with salvation. 
"
Let the saints rejoice in honor. Let them sing for joy on their beds.,"Let the saints be joyful in glory: let them sing aloud upon their beds. 
"
"May the high praises of God be in their mouths, and a two-edged sword in their hand;","Let the high praises of God be in their mouth, and a two-edged sword in their hand; 
"
"To execute vengeance on the nations, and punishments on the peoples;","To execute vengeance upon the heathen, and punishments upon the people; 
"
"To bind their kings with chains, and their nobles with fetters of iron;","To bind their kings with chains, and their nobles with fetters of iron; 
"
to execute on them the written judgment. All his saints have this honor. Praise Yah!,"To execute upon them the judgment written: this honour have all his saints. Praise ye the LORD. 
"
"In the fourth year of Jehoiakim the son of Josiah, king of Judah, this word came to Jeremiah from Yahweh, saying,","And it came to pass in the fourth year of Jehoiakim the son of Josiah king of Judah, that this word came unto Jeremiah from the LORD, saying, 
"
"“Take a scroll of a book, and write in it all the words that I have spoken to you against Israel, and against Judah, and against all the nations, from the day I spoke to you, from the days of Josiah, even to this day.","Take thee a roll of a book, and write therein all the words that I have spoken unto thee against Israel, and against Judah, and against all the nations, from the day I spake unto thee, from the days of Josiah, even unto this day. 
"
It may be that the house of Judah will hear all the evil which I intend to do to them; that they may each return from his evil way; that I may forgive their iniquity and their sin.”,"It may be that the house of Judah will hear all the evil which I purpose to do unto them; that they may return every man from his evil way; that I may forgive their iniquity and their sin. 
"
"Then Jeremiah called Baruch the son of Neriah; and Baruch wrote from the mouth of Jeremiah all Yahweh’s words, which he had spoken to him, on a scroll of a book.","Then Jeremiah called Baruch the son of Neriah: and Baruch wrote from the mouth of Jeremiah all the words of the LORD, which he had spoken unto him, upon a roll of a book. 
"
"Jeremiah commanded Baruch, saying, “I am restricted. I can’t go into Yahweh’s house.","And Jeremiah commanded Baruch, saying, I am shut up; I cannot go into the house of the LORD: 
"
"Therefore you go, and read from the scroll which you have written from my mouth, Yahweh’s words, in the ears of the people in Yahweh’s house on the fast day. Also you shall read them in the ears of all Judah who come out of their cities.","Therefore go thou, and read in the roll, which thou hast written from my mouth, the words of the LORD in the ears of the people in the LORD's house upon the fasting day: and also thou shalt read them in the ears of all Judah that come out of their cities. 
"
"It may be they will present their supplication before Yahweh, and will each return from his evil way; for Yahweh has pronounced great anger and wrath against this people.”","It may be they will present their supplication before the LORD, and will return every one from his evil way: for great is the anger and the fury that the LORD hath pronounced against this people. 
"
"Baruch the son of Neriah did according to all that Jeremiah the prophet commanded him, reading in the book Yahweh’s words in Yahweh’s house.","And Baruch the son of Neriah did according to all that Jeremiah the prophet commanded him, reading in the book the words of the LORD in the LORD's house. 
"
"Now in the fifth year of Jehoiakim the son of Josiah, king of Judah, in the ninth month, all the people in Jerusalem, and all the people who came from the cities of Judah to Jerusalem, proclaimed a fast before Yahweh.","And it came to pass in the fifth year of Jehoiakim the son of Josiah king of Judah, in the ninth month, that they proclaimed a fast before the LORD to all the people in Jerusalem, and to all the people that came from the cities of Judah unto Jerusalem. 
"
"Then Baruch read the words of Jeremiah from the book in Yahweh’s house, in the room of Gemariah the son of Shaphan, the scribe, in the upper court, at the entry of the new gate of Yahweh’s house, in the ears of all the people.","Then read Baruch in the book the words of Jeremiah in the house of the LORD, in the chamber of Gemariah the son of Shaphan the scribe, in the higher court, at the entry of the new gate of the LORD's house, in the ears of all the people. 
"
"When Micaiah the son of Gemariah, the son of Shaphan, had heard out of the book all Yahweh’s words,","When Michaiah the son of Gemariah, the son of Shaphan, had heard out of the book all the words of the LORD, 
"
"he went down into the king’s house, into the scribe’s room: and behold, all the princes were sitting there, Elishama the scribe, Delaiah the son of Shemaiah, Elnathan the son of Achbor, Gemariah the son of Shaphan, Zedekiah the son of Hananiah, and all the princes.","Then he went down into the king's house, into the scribe's chamber: and, lo, all the princes sat there, even Elishama the scribe, and Delaiah the son of Shemaiah, and Elnathan the son of Achbor, and Gemariah the son of Shaphan, and Zedekiah the son of Hananiah, and all the princes. 
"
"Then Micaiah declared to them all the words that he had heard, when Baruch read the book in the ears of the people.","Then Michaiah declared unto them all the words that he had heard, when Baruch read the book in the ears of the people. 
"
"Therefore all the princes sent Jehudi the son of Nethaniah, the son of Shelemiah, the son of Cushi, to Baruch, saying, “Take in your hand the scroll in which you have read in the ears of the people, and come.” So Baruch the son of Neriah took the scroll in his hand, and came to them.","Therefore all the princes sent Jehudi the son of Nethaniah, the son of Shelemiah, the son of Cushi, unto Baruch, saying, Take in thine hand the roll wherein thou hast read in the ears of the people, and come. So Baruch the son of Neriah took the roll in his hand, and came unto them. 
"
"They said to him, “Sit down now, and read it in our hearing.” So Baruch read it in their hearing.","And they said unto him, Sit down now, and read it in our ears. So Baruch read it in their ears. 
"
"Now when they had heard all the words, they turned in fear one toward another, and said to Baruch, “We will surely tell the king of all these words.”","Now it came to pass, when they had heard all the words, they were afraid both one and other, and said unto Baruch, We will surely tell the king of all these words. 
"
"They asked Baruch, saying, “Tell us now, how did you write all these words at his mouth?”","And they asked Baruch, saying, Tell us now, How didst thou write all these words at his mouth? 
"
"Then Baruch answered them, “He dictated all these words to me with his mouth, and I wrote them with ink in the book.”","Then Baruch answered them, He pronounced all these words unto me with his mouth, and I wrote them with ink in the book. 
"
"Then the princes said to Baruch, “You and Jeremiah go hide. Don’t let anyone know where you are.”","Then said the princes unto Baruch, Go, hide thee, thou and Jeremiah; and let no man know where ye be. 
"
They went in to the king into the court; but they had laid up the scroll in the room of Elishama the scribe. Then they told all the words in the hearing of the king.,"And they went in to the king into the court, but they laid up the roll in the chamber of Elishama the scribe, and told all the words in the ears of the king. 
"
"So the king sent Jehudi to get the scroll; and he took it out of the room of Elishama the scribe. Jehudi read it in the hearing of the king, and in the hearing of all the princes who stood beside the king.","So the king sent Jehudi to fetch the roll: and he took it out of Elishama the scribe's chamber. And Jehudi read it in the ears of the king, and in the ears of all the princes which stood beside the king. 
"
Now the king was sitting in the winter house in the ninth month; and there was a fire in the brazier burning before him.,"Now the king sat in the winterhouse in the ninth month: and there was a fire on the hearth burning before him. 
"
"When Jehudi had read three or four leaves, the king cut it with the penknife, and cast it into the fire that was in the brazier, until all the scroll was consumed in the fire that was in the brazier.","And it came to pass, that when Jehudi had read three or four leaves, he cut it with the penknife, and cast it into the fire that was on the hearth, until all the roll was consumed in the fire that was on the hearth. 
"
"The king and his servants who heard all these words were not afraid, and didn’t tear their garments.","Yet they were not afraid, nor rent their garments, neither the king, nor any of his servants that heard all these words. 
"
Moreover Elnathan and Delaiah and Gemariah had made intercession to the king that he would not burn the scroll; but he would not listen to them.,"Nevertheless Elnathan and Delaiah and Gemariah had made intercession to the king that he would not burn the roll: but he would not hear them. 
"
"The king commanded Jerahmeel the king’s son, and Seraiah the son of Azriel, and Shelemiah the son of Abdeel, to arrest Baruch the scribe and Jeremiah the prophet; but Yahweh hid them.","But the king commanded Jerahmeel the son of Hammelech, and Seraiah the son of Azriel, and Shelemiah the son of Abdeel, to take Baruch the scribe and Jeremiah the prophet: but the LORD hid them. 
"
"Then Yahweh’s word came to Jeremiah, after the king had burned the scroll, and the words which Baruch wrote at the mouth of Jeremiah, saying,","Then the word of the LORD came to Jeremiah, after that the king had burned the roll, and the words which Baruch wrote at the mouth of Jeremiah, saying, 
"
"“Take again another scroll, and write in it all the former words that were in the first scroll, which Jehoiakim the king of Judah has burned.","Take thee again another roll, and write in it all the former words that were in the first roll, which Jehoiakim the king of Judah hath burned. 
"
"Concerning Jehoiakim king of Judah you shall say, ‘Yahweh says: “You have burned this scroll, saying, “Why have you written therein, saying, ‘The king of Babylon will certainly come and destroy this land, and will cause to cease from there man and animal?’”’","And thou shalt say to Jehoiakim king of Judah, Thus saith the LORD; Thou hast burned this roll, saying, Why hast thou written therein, saying, The king of Babylon shall certainly come and destroy this land, and shall cause to cease from thence man and beast? 
"
"Therefore Yahweh says concerning Jehoiakim king of Judah: “He will have no one to sit on David’s throne. His dead body will be cast out in the day to the heat, and in the night to the frost.","Therefore thus saith the LORD of Jehoiakim king of Judah; He shall have none to sit upon the throne of David: and his dead body shall be cast out in the day to the heat, and in the night to the frost. 
"
"I will punish him, his offspring, and his servants for their iniquity. I will bring on them, on the inhabitants of Jerusalem, and on the men of Judah, all the evil that I have pronounced against them, but they didn’t listen.”’”","And I will punish him and his seed and his servants for their iniquity; and I will bring upon them, and upon the inhabitants of Jerusalem, and upon the men of Judah, all the evil that I have pronounced against them; but they hearkened not. 
"
"Then took Jeremiah another scroll, and gave it to Baruch the scribe, the son of Neriah, who wrote therein from the mouth of Jeremiah all the words of the book which Jehoiakim king of Judah had burned in the fire; and many similar words were added to them.","Then took Jeremiah another roll, and gave it to Baruch the scribe, the son of Neriah; who wrote therein from the mouth of Jeremiah all the words of the book which Jehoiakim king of Judah had burned in the fire: and there were added besides unto them many like words. 
"
"Zedekiah the son of Josiah reigned as king, instead of Coniah the son of Jehoiakim, whom Nebuchadnezzar king of Babylon made king in the land of Judah.","And king Zedekiah the son of Josiah reigned instead of Coniah the son of Jehoiakim, whom Nebuchadrezzar king of Babylon made king in the land of Judah. 
"
"But neither he, nor his servants, nor the people of the land, listened to Yahweh’s words, which he spoke by the prophet Jeremiah.","But neither he, nor his servants, nor the people of the land, did hearken unto the words of the LORD, which he spake by the prophet Jeremiah. 
"
"Zedekiah the king sent Jehucal the son of Shelemiah, and Zephaniah the son of Maaseiah, the priest, to the prophet Jeremiah, saying, “Pray now to Yahweh our God for us.”","And Zedekiah the king sent Jehucal the son of Shelemiah and Zephaniah the son of Maaseiah the priest to the prophet Jeremiah, saying, Pray now unto the LORD our God for us. 
"
Now Jeremiah came in and went out among the people; for they had not put him into prison.,"Now Jeremiah came in and went out among the people: for they had not put him into prison. 
"
"Pharaoh’s army had come out of Egypt; and when the Chaldeans who were besieging Jerusalem heard news of them, they broke up from Jerusalem.","Then Pharaoh's army was come forth out of Egypt: and when the Chaldeans that besieged Jerusalem heard tidings of them, they departed from Jerusalem. 
"
"Then Yahweh’s word came to the prophet Jeremiah, saying,","Then came the word of the LORD unto the prophet Jeremiah saying, 
"
"“Yahweh, the God of Israel, says, ‘You shall tell the king of Judah, who sent you to me to inquire of me: “Behold, Pharaoh’s army, which has come out to help you, will return to Egypt into their own land.","Thus saith the LORD, the God of Israel; Thus shall ye say to the king of Judah, that sent you unto me to enquire of me; Behold, Pharaoh's army, which is come forth to help you, shall return to Egypt into their own land. 
"
"The Chaldeans will come again, and fight against this city. They will take it and burn it with fire.”’","And the Chaldeans shall come again, and fight against this city, and take it, and burn it with fire. 
"
"“Yahweh says, ‘Don’t deceive yourselves, saying, “The Chaldeans will surely depart from us;” for they will not depart.","Thus saith the LORD; Deceive not yourselves, saying, The Chaldeans shall surely depart from us: for they shall not depart. 
"
"For though you had struck the whole army of the Chaldeans who fight against you, and there remained but wounded men among them, yes they would each rise up in his tent and burn this city with fire.’”","For though ye had smitten the whole army of the Chaldeans that fight against you, and there remained but wounded men among them, yet should they rise up every man in his tent, and burn this city with fire. 
"
"When the army of the Chaldeans had broken up from Jerusalem for fear of Pharaoh’s army,","And it came to pass, that when the army of the Chaldeans was broken up from Jerusalem for fear of Pharaoh's army, 
"
"then Jeremiah went out of Jerusalem to go into the land of Benjamin, to receive his portion there, in the middle of the people.","Then Jeremiah went forth out of Jerusalem to go into the land of Benjamin, to separate himself thence in the midst of the people. 
"
"When he was in Benjamin’s gate, a captain of the guard was there, whose name was Irijah, the son of Shelemiah, the son of Hananiah; and he seized Jeremiah the prophet, saying, “You are defecting to the Chaldeans!”","And when he was in the gate of Benjamin, a captain of the ward was there, whose name was Irijah, the son of Shelemiah, the son of Hananiah; and he took Jeremiah the prophet, saying, Thou fallest away to the Chaldeans. 
"
"Then Jeremiah said, “That is false! I am not defecting to the Chaldeans.” But he didn’t listen to him; so Irijah siezed Jeremiah, and brought him to the princes.","Then said Jeremiah, It is false; I fall not away to the Chaldeans. But he hearkened not to him: so Irijah took Jeremiah, and brought him to the princes. 
"
"The princes were angry with Jeremiah, and struck him, and put him in prison in the house of Jonathan the scribe; for they had made that the prison.","Wherefore the princes were wroth with Jeremiah, and smote him, and put him in prison in the house of Jonathan the scribe: for they had made that the prison. 
"
"When Jeremiah had come into the dungeon house, and into the cells, and Jeremiah had remained there many days,","When Jeremiah was entered into the dungeon, and into the cabins, and Jeremiah had remained there many days; 
"
"then Zedekiah the king sent, and had him brought out. The king asked him secretly in his house, “Is there any word from Yahweh?” Jeremiah said, “There is.” He also said, “You will be delivered into the hand of the king of Babylon.”","Then Zedekiah the king sent, and took him out: and the king asked him secretly in his house, and said, Is there any word from the LORD? And Jeremiah said, There is: for, said he, thou shalt be delivered into the hand of the king of Babylon. 
"
"Moreover Jeremiah said to king Zedekiah, “How have I sinned against you, against your servants, or against this people, that you have put me in prison?","Moreover Jeremiah said unto king Zedekiah, What have I offended against thee, or against thy servants, or against this people, that ye have put me in prison? 
"
"Now where are your prophets who prophesied to you, saying, ‘The king of Babylon will not come against you, nor against this land?’","Where are now your prophets which prophesied unto you, saying, The king of Babylon shall not come against you, nor against this land? 
"
"Now please hear, my lord the king: please let my supplication be presented before you, that you not cause me to return to the house of Jonathan the scribe, lest I die there.”","Therefore hear now, I pray thee, O my lord the king: let my supplication, I pray thee, be accepted before thee; that thou cause me not to return to the house of Jonathan the scribe, lest I die there. 
"
"Then Zedekiah the king commanded, and they committed Jeremiah into the court of the guard. They gave him daily a loaf of bread out of the bakers’ street, until all the bread in the city was gone. Thus Jeremiah remained in the court of the guard.","Then Zedekiah the king commanded that they should commit Jeremiah into the court of the prison, and that they should give him daily a piece of bread out of the bakers' street, until all the bread in the city were spent. Thus Jeremiah remained in the court of the prison. 
"
"Shephatiah the son of Mattan, and Gedaliah the son of Pashhur, and Jucal the son of Shelemiah, and Pashhur the son of Malchijah, heard the words that Jeremiah spoke to all the people, saying,","Then Shephatiah the son of Mattan, and Gedaliah the son of Pashur, and Jucal the son of Shelemiah, and Pashur the son of Malchiah, heard the words that Jeremiah had spoken unto all the people, saying, 
"
"“Yahweh says, ‘He who remains in this city will die by the sword, by the famine, and by the pestilence; but he who goes out to the Chaldeans will live, and he will escape with his life, and he will live.’","Thus saith the LORD, He that remaineth in this city shall die by the sword, by the famine, and by the pestilence: but he that goeth forth to the Chaldeans shall live; for he shall have his life for a prey, and shall live. 
"
"Yahweh says, ‘This city will surely be given into the hand of the army of the king of Babylon, and he will take it.’”","Thus saith the LORD, This city shall surely be given into the hand of the king of Babylon's army, which shall take it. 
"
"Then the princes said to the king, “Please let this man be put to death; because he weakens the hands of the men of war who remain in this city, and the hands of all the people, in speaking such words to them: for this man doesn’t seek the welfare of this people, but harm.”","Therefore the princes said unto the king, We beseech thee, let this man be put to death: for thus he weakeneth the hands of the men of war that remain in this city, and the hands of all the people, in speaking such words unto them: for this man seeketh not the welfare of this people, but the hurt. 
"
"Zedekiah the king said, “Behold, he is in your hand; for the king can’t do anything to oppose you.”","Then Zedekiah the king said, Behold, he is in your hand: for the king is not he that can do any thing against you. 
"
"Then took they Jeremiah and threw him into the dungeon of Malchijah the king’s son, that was in the court of the guard. They let down Jeremiah with cords. In the dungeon there was no water, but mire; and Jeremiah sank in the mire.","Then took they Jeremiah, and cast him into the dungeon of Malchiah the son of Hammelech, that was in the court of the prison: and they let down Jeremiah with cords. And in the dungeon there was no water, but mire: so Jeremiah sunk in the mire. 
"
"Now when Ebedmelech the Ethiopian, a eunuch, who was in the king’s house, heard that they had put Jeremiah in the dungeon (the king was then sitting in Benjamin’s gate),","Now when Ebedmelech the Ethiopian, one of the eunuchs which was in the king's house, heard that they had put Jeremiah in the dungeon; the king then sitting in the gate of Benjamin; 
"
"Ebedmelech went out of the king’s house, and spoke to the king, saying,","Ebedmelech went forth out of the king's house, and spake to the king saying, 
"
"“My lord the king, these men have done evil in all that they have done to Jeremiah the prophet, whom they have cast into the dungeon. He is likely to die in the place where he is, because of the famine; for there is no more bread in the city.”","My lord the king, these men have done evil in all that they have done to Jeremiah the prophet, whom they have cast into the dungeon; and he is like to die for hunger in the place where he is: for there is no more bread in the city. 
"
"Then the king commanded Ebedmelech the Ethiopian, saying, “Take from here thirty men with you, and take up Jeremiah the prophet out of the dungeon, before he dies.”","|Then the king commanded Ebedmelech the Ethiopian, saying, Take from hence thirty men with thee, and take up Jeremiah the prophet out of the dungeon, before he die. 
"
"So Ebedmelech took the men with him, and went into the house of the king under the treasury, and took from there rags and worn-out garments, and let them down by cords into the dungeon to Jeremiah.","So Ebedmelech took the men with him, and went into the house of the king under the treasury, and took thence old cast clouts and old rotten rags, and let them down by cords into the dungeon to Jeremiah. 
"
"Ebedmelech the Ethiopian said to Jeremiah, “Now put these rags and worn-out garments under your armpits under the cords.” Jeremiah did so.","And Ebedmelech the Ethiopian said unto Jeremiah, Put now these old cast clouts and rotten rags under thine armholes under the cords. And Jeremiah did so. 
"
"So they drew up Jeremiah with the cords, and took him up out of the dungeon; and Jeremiah remained in the court of the guard.","So they drew up Jeremiah with cords, and took him up out of the dungeon: and Jeremiah remained in the court of the prison. 
"
"Then Zedekiah the king sent and took Jeremiah the prophet to himself into the third entry that is in Yahweh’s house. Then the king said to Jeremiah, “I will ask you something. Hide nothing from me.”","Then Zedekiah the king sent, and took Jeremiah the prophet unto him into the third entry that is in the house of the LORD: and the king said unto Jeremiah, I will ask thee a thing; hide nothing from m|e. 
"
"Then Jeremiah said to Zedekiah, “If I declare it to you, will you not surely put me to death? If I give you counsel, you will not listen to me.”","Then Jeremiah said unto Zedekiah, If I declare it unto thee, wilt thou not surely put me to death? and if I give thee counsel, wilt thou not hearken unto me? 
"
"So Zedekiah the king swore secretly to Jeremiah, saying, “As Yahweh lives, who made us this soul, I will not put you to death, neither will I give you into the hand of these men who seek your life.”","So Zedekiah the king sware secretly unto Jeremiah, saying, As the LORD liveth, that made us this soul, I will not put thee to death, neither will I give thee into the hand of these men that seek thy life. 
"
"Then Jeremiah said to Zedekiah, “Yahweh, the God of Armies, the God of Israel, says: ‘If you will go out to the king of Babylon’s princes, then your soul will live, and this city will not be burned with fire. You will live, along with your house.","Then said Jeremiah unto Zedekiah, Thus saith the LORD, the God of hosts, the God of Israel; If thou wilt assuredly go forth unto the king of Babylon's princes, then thy soul shall live, and this city shall not be burned with fire; and thou shalt live, and thine house: 
"
"But if you will not go out to the king of Babylon’s princes, then this city will be given into the hand of the Chaldeans, and they will burn it with fire, and you won’t escape out of their hand.’”","But if thou wilt not go forth to the king of Babylon's princes, then shall this city be given into the hand of the Chaldeans, and they shall burn it with fire, and thou shalt not escape out of their hand. 
"
"Zedekiah the king said to Jeremiah, “I am afraid of the Jews who have defected to the Chaldeans, lest they deliver me into their hand, and they mock me.”","And Zedekiah the king said unto Jeremiah, I am afraid of the Jews that are fallen to the Chaldeans, lest they deliver me into their hand, and they mock me. 
"
"But Jeremiah said, “They won’t deliver you. Obey, I beg you, Yahweh’s voice, in that which I speak to you; so it will be well with you, and your soul will live.","But Jeremiah said, They shall not deliver thee. Obey, I beseech thee, the voice of the LORD, which I speak unto thee: so it shall be well unto thee, and thy soul shall live. 
"
"But if you refuse to go out, this is the word that Yahweh has shown me:","But if thou refuse to go forth, this is the word that the LORD hath shewed me: 
"
"‘Behold, all the women who are left in the king of Judah’s house will be brought out to the king of Babylon’s princes, and those women will say, “Your familiar friends have turned on you, and have prevailed over you. Your feet are sunk in the mire, they have turned away from you.”","And, behold, all the women that are left in the king of Judah's house shall be brought forth to the king of Babylon's princes, and those women shall say, Thy friends have set thee on, and have prevailed against thee: thy feet are sunk in the mire, and they are turned away back. 
"
"They will bring out all your wives and your children to the Chaldeans. You won’t escape out of their hand, but will be taken by the hand of the king of Babylon. You will cause this city to be burned with fire.’”","So they shall bring out all thy wives and thy children to the Chaldeans: and thou shalt not escape out of their hand, but shalt be taken by the hand of the king of Babylon: and thou shalt cause this city to be burned with fire. 
"
"Then Zedekiah said to Jeremiah, “Let no man know of these words, and you won’t die.","Then said Zedekiah unto Jeremiah, Let no man know of these words, and thou shalt not die. 
"
"But if the princes hear that I have talked with you, and they come to you, and tell you, ‘Declare to us now what you have said to the king; don’t hide it from us, and we will not put you to death; also tell us what the king said to you;’","But if the princes hear that I have talked with thee, and they come unto thee, and say unto thee, Declare unto us now what thou hast said unto the king, hide it not from us, and we will not put thee to death; also what the king said unto thee: 
"
"then you shall tell them, ‘I presented my supplication before the king, that he would not cause me to return to Jonathan’s house, to die there.’”","Then thou shalt say unto them, I presented my supplication before the king, that he would not cause me to return to Jonathan's house, to die there. 
"
"Then all the princes came to Jeremiah, and asked him; and he told them according to all these words that the king had commanded. So they stopped speaking with him; for the matter was not perceived.","Then came all the princes unto Jeremiah, and asked him: and he told them according to all these words that the king had commanded. So they left off speaking with him; for the matter was not perceived. 
"
So Jeremiah stayed in the court of the guard until the day that Jerusalem was taken.,"So Jeremiah abode in the court of the prison until the day that Jerusalem was taken: and he was there when Jerusalem was taken. 
"
"In the ninth year of Zedekiah king of Judah, in the tenth month, Nebuchadnezzar king of Babylon and all his army came against Jerusalem, and besieged it.","In the ninth year of Zedekiah king of Judah, in the tenth month, came Nebuchadrezzar king of Babylon and all his army against Jerusalem, and they besieged it. 
"
"In the eleventh year of Zedekiah, in the fourth month, the ninth day of the month, a breach was made in the city.","And in the eleventh year of Zedekiah, in the fourth month, the ninth day of the month, the city was broken up. 
"
"All the princes of the king of Babylon came in, and sat in the middle gate, Nergal Sharezer, Samgarnebo, Sarsechim, Rabsaris, Nergal Sharezer, Rabmag, with all the rest of the princes of the king of Babylon.","And all the princes of the king of Babylon came in, and sat in the middle gate, even Nergalsharezer, Samgarnebo, Sarsechim, Rabsaris, Nergalsharezer, Rabmag, with all the residue of the princes of the king of Babylon. 
"
"When Zedekiah the king of Judah and all the men of war saw them, then they fled, and went out of the city by night, by the way of the king’s garden, through the gate between the two walls; and he went out toward the Arabah.","And it came to pass, that when Zedekiah the king of Judah saw them, and all the men of war, then they fled, and went forth out of the city by night, by the way of the king's garden, by the gate betwixt the two walls: and he went out the way of the plain. 
"
"But the army of the Chaldeans pursued them, and overtook Zedekiah in the plains of Jericho. When they had taken him, they brought him up to Nebuchadnezzar king of Babylon to Riblah in the land of Hamath; and he pronounced judgment on him.","But the Chaldeans' army pursued after them, and overtook Zedekiah in the plains of Jericho: and when they had taken him, they brought him up to Nebuchadnezzar king of Babylon to Riblah in the land of Hamath, where he gave judgment upon him. 
"
Then the king of Babylon killed Zedekiah’s sons in Riblah before his eyes. The king of Babylon also killed all the nobles of Judah.,"Then the king of Babylon slew the sons of Zedekiah in Riblah before his eyes: also the king of Babylon slew all the nobles of Judah. 
"
"Moreover he put out Zedekiah’s eyes and bound him in fetters, to carry him to Babylon.","Moreover he put out Zedekiah's eyes, and bound him with chains, to carry him to Babylon. 
"
"The Chaldeans burned the king’s house, and the houses of the people, with fire, and broke down the walls of Jerusalem.","And the Chaldeans burned the king's house, and the houses of the people, with fire, and brake down the walls of Jerusalem. 
"
"Then Nebuzaradan the captain of the guard carried away captive into Babylon the residue of the people who remained in the city, the deserters also who fell away to him, and the residue of the people who remained.","Then Nebuzaradan the captain of the guard carried away captive into Babylon the remnant of the people that remained in the city, and those that fell away, that fell to him, with the rest of the people that remained. 
"
"But Nebuzaradan the captain of the guard left of the poor of the people, who had nothing, in the land of Judah, and gave them vineyards and fields at the same time.","But Nebuzaradan the captain of the guard left of the poor of the people, which had nothing, in the land of Judah, and gave them vineyards and fields at the same time. 
"
"Now Nebuchadnezzar king of Babylon commanded Nebuzaradan the captain of the guard concerning Jeremiah, saying,","Now Nebuchadrezzar king of Babylon gave charge concerning Jeremiah to Nebuzaradan the captain of the guard, saying, 
"
"“Take him, and take care of him. Do him no harm; but do to him even as he tells you.”","Take him, and look well to him, and do him no harm; but do unto him even as he shall say unto thee. 
"
