book,chapter,verse,modern_text
Job,14,11,"As the waters fail from the sea, and the river wastes and dries up,"
Job,14,12,"so man lies down and doesn’t rise. Until the heavens are no more, they shall not awake, nor be roused out of their sleep."
Job,14,13,"“Oh that you would hide me in Sheol, that you would keep me secret, until your wrath is past, that you would appoint me a set time, and remember me!"
Job,14,14,"If a man dies, shall he live again? All the days of my warfare would I wait, until my release should come."
Job,14,15,"You would call, and I would answer you. You would have a desire to the work of your hands."
Job,14,16,But now you count my steps. Don’t you watch over my sin?
Job,14,17,My disobedience is sealed up in a bag. You fasten up my iniquity.
Job,14,18,“But the mountain falling comes to nothing. The rock is removed out of its place;
Job,14,19,The waters wear the stones. The torrents of it wash away the dust of the earth. So you destroy the hope of man.
Job,14,20,"You forever prevail against him, and he departs. You change his face, and send him away."
Job,14,21,"His sons come to honor, and he doesn’t know it. They are brought low, but he doesn’t perceive it of them."
Job,14,22,"But his flesh on him has pain, and his soul within him mourns.”"
Job,15,1,"Then Eliphaz the Temanite answered,"
Job,15,2,"“Should a wise man answer with vain knowledge, and fill himself with the east wind?"
Job,15,3,"Should he reason with unprofitable talk, or with speeches with which he can do no good?"
Job,15,4,"Yes, you do away with fear, and hinder devotion before God."
Job,15,5,"For your iniquity teaches your mouth, and you choose the language of the crafty."
Job,15,6,"Your own mouth condemns you, and not I. Yes, your own lips testify against you."
Job,15,7,“Are you the first man who was born? Or were you brought out before the hills?
Job,15,8,Have you heard the secret counsel of God? Do you limit wisdom to yourself?
Job,15,9,"What do you know, that we don’t know? What do you understand, which is not in us?"
Job,15,10,"With us are both the gray-headed and the very aged men, much elder than your father."
Job,15,11,"Are the consolations of God too small for you, even the word that is gentle toward you?"
Job,15,12,"Why does your heart carry you away? Why do your eyes flash,"
Job,15,13,"That you turn your spirit against God, and let such words go out of your mouth?"
Job,15,14,"What is man, that he should be clean? What is he who is born of a woman, that he should be righteous?"
Job,15,15,"Behold, he puts no trust in his holy ones. Yes, the heavens are not clean in his sight;"
Job,15,16,"how much less one who is abominable and corrupt, a man who drinks iniquity like water!"
Job,15,17,"“I will show you, listen to me; that which I have seen I will declare"
Job,15,18,"(which wise men have told by their fathers, and have not hidden it;"
Job,15,19,"to whom alone the land was given, and no stranger passed among them):"
Job,15,20,"the wicked man writhes in pain all his days, even the number of years that are laid up for the oppressor."
Job,15,21,A sound of terrors is in his ears. In prosperity the destroyer shall come on him.
Job,15,22,He doesn’t believe that he shall return out of darkness. He is waited for by the sword.
Job,15,23,"He wanders abroad for bread, saying, ‘Where is it?’ He knows that the day of darkness is ready at his hand."
Job,15,24,"Distress and anguish make him afraid. They prevail against him, as a king ready to the battle."
Job,15,25,"Because he has stretched out his hand against God, and behaves himself proudly against the Almighty;"
Job,15,26,"he runs at him with a stiff neck, with the thick shields of his bucklers;"
Job,15,27,"because he has covered his face with his fatness, and gathered fat on his thighs."
Job,15,28,"He has lived in desolate cities, in houses which no one inhabited, which were ready to become heaps."
Job,15,29,"He shall not be rich, neither shall his substance continue, neither shall their possessions be extended on the earth."
Job,15,30,He shall not depart out of darkness. The flame shall dry up his branches. By the breath of God’s mouth shall he go away.
Job,15,31,"Let him not trust in emptiness, deceiving himself; for emptiness shall be his reward."
Job,15,32,It shall be accomplished before his time. His branch shall not be green.
Job,15,33,"He shall shake off his unripe grape as the vine, and shall cast off his flower as the olive tree."
Job,15,34,"For the company of the godless shall be barren, and fire shall consume the tents of bribery."
Job,15,35,"They conceive mischief, and produce iniquity. Their heart prepares deceit.”"
Job,16,1,"Then Job answered,"
Job,16,2,“I have heard many such things. You are all miserable comforters!
Job,16,3,Shall vain words have an end? Or what provokes you that you answer?
Job,16,4,"I also could speak as you do. If your soul were in my soul’s place, I could join words together against you, and shake my head at you,"
Job,16,5,but I would strengthen you with my mouth. The solace of my lips would relieve you.
Job,16,6,"“Though I speak, my grief is not subsided. Though I forbear, what am I eased?"
Job,16,7,"But now, God, you have surely worn me out. You have made desolate all my company."
Job,16,8,You have shriveled me up. This is a witness against me. My leanness rises up against me. It testifies to my face.
Job,16,9,"He has torn me in his wrath, and persecuted me. He has gnashed on me with his teeth. My adversary sharpens his eyes on me."
Job,16,10,They have gaped on me with their mouth. They have struck me on the cheek reproachfully. They gather themselves together against me.
Job,16,11,"God delivers me to the ungodly, and casts me into the hands of the wicked."
Job,16,12,"I was at ease, and he broke me apart. Yes, he has taken me by the neck, and dashed me to pieces. He has also set me up for his target."
Job,16,13,"His archers surround me. He splits my kidneys apart, and does not spare. He pours out my gall on the ground."
Job,16,14,He breaks me with breach on breach. He runs on me like a giant.
Job,16,15,"I have sewed sackcloth on my skin, and have thrust my horn in the dust."
Job,16,16,My face is red with weeping. Deep darkness is on my eyelids.
Job,16,17,"Although there is no violence in my hands, and my prayer is pure."
Job,16,18,"“Earth, don’t cover my blood. Let my cry have no place to rest."
Job,16,19,"Even now, behold, my witness is in heaven. He who vouches for me is on high."
Job,16,20,"My friends scoff at me. My eyes pour out tears to God,"
Job,16,21,"that he would maintain the right of a man with God, of a son of man with his neighbor!"
Job,16,22,"For when a few years have come, I shall go the way of no return."
Job,17,1,"“My spirit is consumed. My days are extinct, And the grave is ready for me."
Job,17,2,Surely there are mockers with me. My eye dwells on their provocation.
Job,17,3,"“Now give a pledge, be collateral for me with yourself. Who is there who will strike hands with me?"
Job,17,4,"For you have hidden their heart from understanding, Therefore you shall not exalt them."
Job,17,5,"He who denounces his friends for plunder, Even the eyes of his children shall fail."
Job,17,6,“But he has made me a byword of the people. They spit in my face.
Job,17,7,My eye also is dim by reason of sorrow. All my members are as a shadow.
Job,17,8,Upright men shall be astonished at this. The innocent shall stir up himself against the godless.
Job,17,9,Yet shall the righteous hold on his way. He who has clean hands shall grow stronger and stronger.
Job,17,10,"But as for you all, come on now again; I shall not find a wise man among you."
Job,17,11,"My days are past, my plans are broken off, as are the thoughts of my heart."
Job,17,12,"They change the night into day, saying ‘The light is near’ in the presence of darkness."
Job,17,13,"If I look for Sheol as my house, if I have spread my couch in the darkness,"
Job,17,14,"If I have said to corruption, ‘You are my father;’ to the worm, ‘My mother,’ and ‘my sister;’"
Job,17,15,"where then is my hope? as for my hope, who shall see it?"
Job,17,16,"Shall it go down with me to the gates of Sheol, or descend together into the dust?”"
Job,18,1,"Then Bildad the Shuhite answered,"
Job,18,2,"“How long will you hunt for words? Consider, and afterwards we will speak."
Job,18,3,"Why are we counted as animals, which have become unclean in your sight?"
Job,18,4,"You who tear yourself in your anger, shall the earth be forsaken for you? Or shall the rock be removed out of its place?"
Job,18,5,"“Yes, the light of the wicked shall be put out, The spark of his fire shall not shine."
Job,18,6,The light shall be dark in his tent. His lamp above him shall be put out.
Job,18,7,The steps of his strength shall be shortened. His own counsel shall cast him down.
Job,18,8,"For he is cast into a net by his own feet, and he wanders into its mesh."
Job,18,9,A snare will take him by the heel. A trap will catch him.
Job,18,10,"A noose is hidden for him in the ground, a trap for him on the path."
Job,18,11,"Terrors shall make him afraid on every side, and shall chase him at his heels."
Job,18,12,His strength shall be famished. Calamity shall be ready at his side.
Job,18,13,The members of his body shall be devoured. The firstborn of death shall devour his members.
Job,18,14,He shall be rooted out of the security of his tent. He shall be brought to the king of terrors.
Job,18,15,There shall dwell in his tent that which is none of his. Sulfur shall be scattered on his habitation.
Job,18,16,His roots shall be dried up beneath. Above shall his branch be cut off.
Job,18,17,His memory shall perish from the earth. He shall have no name in the street.
Job,18,18,"He shall be driven from light into darkness, and chased out of the world."
Job,18,19,"He shall have neither son nor grandson among his people, nor any remaining where he lived."
Job,18,20,"Those who come after shall be astonished at his day, as those who went before were frightened."
Job,18,21,Surely such are the dwellings of the unrighteous. This is the place of him who doesn’t know God.”
Job,19,1,"Then Job answered,"
Job,19,2,"“How long will you torment me, and crush me with words?"
Job,19,3,You have reproached me ten times. You aren’t ashamed that you attack me.
Job,19,4,"If it is true that I have erred, my error remains with myself."
Job,19,5,"If indeed you will magnify yourselves against me, and plead against me my reproach;"
Job,19,6,"know now that God has subverted me, and has surrounded me with his net."
Job,19,7,"“Behold, I cry out of wrong, but I am not heard. I cry for help, but there is no justice."
Job,19,8,"He has walled up my way so that I can’t pass, and has set darkness in my paths."
Job,19,9,"He has stripped me of my glory, and taken the crown from my head."
Job,19,10,"He has broken me down on every side, and I am gone. My hope he has plucked up like a tree."
Job,19,11,He has also kindled his wrath against me. He counts me among his adversaries.
Job,19,12,"His troops come on together, build a siege ramp against me, and encamp around my tent."
Job,19,13,“He has put my brothers far from me. My acquaintances are wholly estranged from me.
Job,19,14,My relatives have gone away. My familiar friends have forgotten me.
Job,19,15,Those who dwell in my house and my maids consider me a stranger. I am an alien in their sight.
Job,19,16,"I call to my servant, and he gives me no answer. I beg him with my mouth."
Job,19,17,My breath is offensive to my wife. I am loathsome to the children of my own mother.
Job,19,18,"Even young children despise me. If I arise, they speak against me."
Job,19,19,All my familiar friends abhor me. They whom I loved have turned against me.
Job,19,20,My bones stick to my skin and to my flesh. I have escaped by the skin of my teeth.
Job,19,21,"“Have pity on me, have pity on me, you my friends; for the hand of God has touched me."
Job,19,22,"Why do you persecute me as God, and are not satisfied with my flesh?"
Job,19,23,“Oh that my words were now written! Oh that they were inscribed in a book!
Job,19,24,That with an iron pen and lead they were engraved in the rock forever!
Job,19,25,"But as for me, I know that my Redeemer lives. In the end, he will stand upon the earth."
Job,19,26,"After my skin is destroyed, then in my flesh shall I see God,"
Job,19,27,"Whom I, even I, shall see on my side. My eyes shall see, and not as a stranger. “My heart is consumed within me."
Job,19,28,"If you say, ‘How we will persecute him!’ because the root of the matter is found in me,"
Job,19,29,"be afraid of the sword, for wrath brings the punishments of the sword, that you may know there is a judgment.”"
Job,20,1,"Then Zophar the Naamathite answered,"
Job,20,2,"“Therefore do my thoughts give answer to me, even by reason of my haste that is in me."
Job,20,3,I have heard the reproof which puts me to shame. The spirit of my understanding answers me.
Job,20,4,"Don’t you know this from old time, since man was placed on earth,"
Job,20,5,"that the triumphing of the wicked is short, the joy of the godless but for a moment?"
Job,20,6,"Though his height mount up to the heavens, and his head reach to the clouds,"
Job,20,7,"yet he shall perish forever like his own dung. Those who have seen him shall say, ‘Where is he?’"
Job,20,8,"He shall fly away as a dream, and shall not be found. Yes, he shall be chased away like a vision of the night."
Job,20,9,"The eye which saw him shall see him no more, neither shall his place any more see him."
Job,20,10,His children shall seek the favor of the poor. His hands shall give back his wealth.
Job,20,11,"His bones are full of his youth, but youth shall lie down with him in the dust."
Job,20,12,"“Though wickedness is sweet in his mouth, though he hide it under his tongue,"
Job,20,13,"though he spare it, and will not let it go, but keep it still within his mouth;"
Job,20,14,yet his food in his bowels is turned. It is cobra venom within him.
Job,20,15,"He has swallowed down riches, and he shall vomit them up again. God will cast them out of his belly."
Job,20,16,He shall suck cobra venom. The viper’s tongue shall kill him.
Job,20,17,"He shall not look at the rivers, the flowing streams of honey and butter."
Job,20,18,"That for which he labored he shall restore, and shall not swallow it down. According to the substance that he has gotten, he shall not rejoice."
Job,20,19,"For he has oppressed and forsaken the poor. He has violently taken away a house, and he shall not build it up."
Job,20,20,"“Because he knew no quietness within him, he shall not save anything of that in which he delights."
Job,20,21,"There was nothing left that he didn’t devour, therefore his prosperity shall not endure."
Job,20,22,"In the fullness of his sufficiency, distress shall overtake him. The hand of everyone who is in misery shall come on him."
Job,20,23,"When he is about to fill his belly, God will cast the fierceness of his wrath on him. It will rain on him while he is eating."
Job,20,24,He shall flee from the iron weapon. The bronze arrow shall strike him through.
Job,20,25,"He draws it out, and it comes out of his body. Yes, the glittering point comes out of his liver. Terrors are on him."
Job,20,26,All darkness is laid up for his treasures. An unfanned fire shall devour him. It shall consume that which is left in his tent.
Job,20,27,The heavens shall reveal his iniquity. The earth shall rise up against him.
Job,20,28,The increase of his house shall depart. They shall rush away in the day of his wrath.
Job,20,29,"This is the portion of a wicked man from God, the heritage appointed to him by God.”"
Job,21,1,"Then Job answered,"
Job,21,2,“Listen diligently to my speech. Let this be your consolation.
Job,21,3,"Allow me, and I also will speak; After I have spoken, mock on."
Job,21,4,"As for me, is my complaint to man? Why shouldn’t I be impatient?"
Job,21,5,"Look at me, and be astonished. Lay your hand on your mouth."
Job,21,6,"When I remember, I am troubled. Horror takes hold of my flesh."
Job,21,7,"“Why do the wicked live, become old, yes, and grow mighty in power?"
Job,21,8,"Their child is established with them in their sight, their offspring before their eyes."
Job,21,9,"Their houses are safe from fear, neither is the rod of God upon them."
Job,21,10,"Their bulls breed without fail. Their cows calve, and don’t miscarry."
Job,21,11,They send out their little ones like a flock. Their children dance.
Job,21,12,"They sing to the tambourine and harp, and rejoice at the sound of the pipe."
Job,21,13,They spend their days in prosperity. In an instant they go down to Sheol.
Job,21,14,"They tell God, ‘Depart from us, for we don’t want to know about your ways."
Job,21,15,"What is the Almighty, that we should serve him? What profit should we have, if we pray to him?’"
Job,21,16,"Behold, their prosperity is not in their hand. The counsel of the wicked is far from me."
Job,21,17,"“How often is it that the lamp of the wicked is put out, that their calamity comes on them, that God distributes sorrows in his anger?"
Job,21,18,"How often is it that they are as stubble before the wind, as chaff that the storm carries away?"
Job,21,19,"You say, ‘God lays up his iniquity for his children.’ Let him recompense it to himself, that he may know it."
Job,21,20,Let his own eyes see his destruction. Let him drink of the wrath of the Almighty.
Job,21,21,"For what does he care for his house after him, when the number of his months is cut off?"
Job,21,22,"“Shall any teach God knowledge, since he judges those who are high?"
Job,21,23,"One dies in his full strength, being wholly at ease and quiet."
Job,21,24,His pails are full of milk. The marrow of his bones is moistened.
Job,21,25,"Another dies in bitterness of soul, and never tastes of good."
Job,21,26,They lie down alike in the dust. The worm covers them.
Job,21,27,"“Behold, I know your thoughts, the plans with which you would wrong me."
Job,21,28,"For you say, ‘Where is the house of the prince? Where is the tent in which the wicked lived?’"
Job,21,29,"Haven’t you asked wayfaring men? Don’t you know their evidences,"
Job,21,30,"that the evil man is reserved to the day of calamity, That they are led out to the day of wrath?"
Job,21,31,Who shall declare his way to his face? Who shall repay him what he has done?
Job,21,32,Yet he will be borne to the grave. Men shall keep watch over the tomb.
Job,21,33,"The clods of the valley shall be sweet to him. All men shall draw after him, as there were innumerable before him."
Job,21,34,"So how can you comfort me with nonsense, because in your answers there remains only falsehood?”"
Psalms,135,1,"Praise Yah! Praise Yahweh’s name! Praise him, you servants of Yahweh,"
Psalms,135,2,"you who stand in Yahweh’s house, in the courts of our God’s house."
Psalms,135,3,"Praise Yah, for Yahweh is good. Sing praises to his name, for that is pleasant."
Psalms,135,4,For Yah has chosen Jacob for himself; Israel for his own possession.
Psalms,135,5,"For I know that Yahweh is great, that our Lord is above all gods."
Psalms,135,6,"Whatever Yahweh pleased, that he has done, in heaven and in earth, in the seas and in all deeps;"
Psalms,135,7,who causes the clouds to rise from the ends of the earth; who makes lightnings with the rain; who brings the wind out of his treasuries;
Psalms,135,8,"Who struck the firstborn of Egypt, both of man and animal;"
Psalms,135,9,"Who sent signs and wonders into the middle of you, Egypt, on Pharaoh, and on all his servants;"
Psalms,135,10,"who struck many nations, and killed mighty kings,"
Psalms,135,11,"Sihon king of the Amorites, Og king of Bashan, and all the kingdoms of Canaan,"
Psalms,135,12,"and gave their land for a heritage, a heritage to Israel, his people."
Psalms,135,13,"Your name, Yahweh, endures forever; your renown, Yahweh, throughout all generations."
Psalms,135,14,"For Yahweh will judge his people, and have compassion on his servants."
Psalms,135,15,"The idols of the nations are silver and gold, the work of men’s hands."
Psalms,135,16,"They have mouths, but they can’t speak. They have eyes, but they can’t see."
Psalms,135,17,"They have ears, but they can’t hear; neither is there any breath in their mouths."
Psalms,135,18,"Those who make them will be like them; yes, everyone who trusts in them."
Psalms,135,19,"House of Israel, praise Yahweh! House of Aaron, praise Yahweh!"
Psalms,135,20,"House of Levi, praise Yahweh! You who fear Yahweh, praise Yahweh!"
Psalms,135,21,"Blessed be Yahweh from Zion, Who dwells at Jerusalem. Praise Yah!"
Psalms,136,1,"Give thanks to Yahweh, for he is good; for his loving kindness endures forever."
Psalms,136,2,Give thanks to the God of gods; for his loving kindness endures forever.
Psalms,136,3,Give thanks to the Lord of lords; for his loving kindness endures forever:
Psalms,136,4,To him who alone does great wonders; for his loving kindness endures forever:
Psalms,136,5,To him who by understanding made the heavens; for his loving kindness endures forever:
Psalms,136,6,To him who spread out the earth above the waters; for his loving kindness endures forever:
Psalms,136,7,To him who made the great lights; for his loving kindness endures forever:
Psalms,136,8,The sun to rule by day; for his loving kindness endures forever;
Psalms,136,9,The moon and stars to rule by night; for his loving kindness endures forever:
Psalms,136,10,To him who struck down the Egyptian firstborn; for his loving kindness endures forever;
Psalms,136,11,And brought out Israel from among them; for his loving kindness endures forever;
Psalms,136,12,"With a strong hand, and with an outstretched arm; for his loving kindness endures forever:"
Psalms,136,13,To him who divided the Red Sea apart; for his loving kindness endures forever;
Psalms,136,14,And made Israel to pass through the middle of it; for his loving kindness endures forever;
Psalms,136,15,But overthrew Pharaoh and his army in the Red Sea; for his loving kindness endures forever:
Psalms,136,16,To him who led his people through the wilderness; for his loving kindness endures forever:
Psalms,136,17,To him who struck great kings; for his loving kindness endures forever;
Psalms,136,18,And killed mighty kings; for his loving kindness endures forever:
Psalms,136,19,Sihon king of the Amorites; for his loving kindness endures forever;
Psalms,136,20,Og king of Bashan; for his loving kindness endures forever;
Psalms,136,21,And gave their land as an inheritance; for his loving kindness endures forever;
Psalms,136,22,Even a heritage to Israel his servant; for his loving kindness endures forever:
Psalms,136,23,Who remembered us in our low estate; for his loving kindness endures forever;
Psalms,136,24,And has delivered us from our adversaries; for his loving kindness endures forever:
Psalms,136,25,Who gives food to every creature; for his loving kindness endures forever.
Psalms,136,26,Oh give thanks to the God of heaven; for his loving kindness endures forever.
Psalms,137,1,"By the rivers of Babylon, there we sat down. Yes, we wept, when we remembered Zion."
Psalms,137,2,"On the willows in that land, we hung up our harps."
Psalms,137,3,"For there, those who led us captive asked us for songs. Those who tormented us demanded songs of joy: “Sing us one of the songs of Zion!”"
Psalms,137,4,How can we sing Yahweh’s song in a foreign land?
Psalms,137,5,"If I forget you, Jerusalem, let my right hand forget its skill."
Psalms,137,6,Let my tongue stick to the roof of my mouth if I don’t remember you; if I don’t prefer Jerusalem above my chief joy.
Psalms,137,7,"Remember, Yahweh, against the children of Edom, the day of Jerusalem; who said, “Raze it! Raze it even to its foundation!”"
Psalms,137,8,"Daughter of Babylon, doomed to destruction, he will be happy who rewards you, as you have served us."
Psalms,137,9,"Happy shall he be, who takes and dashes your little ones against the rock."
Psalms,138,1,"I will give you thanks with my whole heart. Before the gods, I will sing praises to you."
Psalms,138,2,"I will bow down toward your holy temple, and give thanks to your Name for your loving kindness and for your truth; for you have exalted your Name and your Word above all."
Psalms,138,3,"In the day that I called, you answered me. You encouraged me with strength in my soul."
Psalms,138,4,"All the kings of the earth will give you thanks, Yahweh, for they have heard the words of your mouth."
Psalms,138,5,"Yes, they will sing of the ways of Yahweh; for great is Yahweh’s glory."
Psalms,138,6,"For though Yahweh is high, yet he looks after the lowly; but the proud, he knows from afar."
Psalms,138,7,"Though I walk in the middle of trouble, you will revive me. You will stretch out your hand against the wrath of my enemies. Your right hand will save me."
Psalms,138,8,"Yahweh will fulfill that which concerns me; your loving kindness, Yahweh, endures forever. Don’t forsake the works of your own hands."
Psalms,139,1,"Yahweh, you have searched me, and you know me."
Psalms,139,2,You know my sitting down and my rising up. You perceive my thoughts from afar.
Psalms,139,3,"You search out my path and my lying down, and are acquainted with all my ways."
Psalms,139,4,"For there is not a word on my tongue, but, behold, Yahweh, you know it altogether."
Psalms,139,5,You hem me in behind and before. You laid your hand on me.
Psalms,139,6,This knowledge is beyond me. It’s lofty. I can’t attain it.
Psalms,139,7,Where could I go from your Spirit? Or where could I flee from your presence?
Psalms,139,8,"If I ascend up into heaven, you are there. If I make my bed in Sheol, behold, you are there!"
Psalms,139,9,"If I take the wings of the dawn, and settle in the uttermost parts of the sea;"
Psalms,139,10,"Even there your hand will lead me, and your right hand will hold me."
Psalms,139,11,"If I say, “Surely the darkness will overwhelm me; the light around me will be night”;"
Psalms,139,12,"even the darkness doesn’t hide from you, but the night shines as the day. The darkness is like light to you."
Psalms,139,13,For you formed my inmost being. You knit me together in my mother’s womb.
Psalms,139,14,"I will give thanks to you, for I am fearfully and wonderfully made. Your works are wonderful. My soul knows that very well."
Psalms,139,15,"My frame wasn’t hidden from you, when I was made in secret, woven together in the depths of the earth."
Psalms,139,16,"Your eyes saw my body. In your book they were all written, the days that were ordained for me, when as yet there were none of them."
Psalms,139,17,"How precious to me are your thoughts, God! How vast is their sum!"
Psalms,139,18,"If I would count them, they are more in number than the sand. When I wake up, I am still with you."
Psalms,139,19,"If only you, God, would kill the wicked. Get away from me, you bloodthirsty men!"
Psalms,139,20,For they speak against you wickedly. Your enemies take your name in vain.
Psalms,139,21,"Yahweh, don’t I hate those who hate you? Am I not grieved with those who rise up against you?"
Psalms,139,22,I hate them with perfect hatred. They have become my enemies.
Psalms,139,23,"Search me, God, and know my heart. Try me, and know my thoughts."
Psalms,139,24,"See if there is any wicked way in me, and lead me in the everlasting way."
Psalms,140,1,"Deliver me, Yahweh, from the evil man. Preserve me from the violent man;"
Psalms,140,2,those who devise mischief in their hearts. They continually gather themselves together for war.
Psalms,140,3,They have sharpened their tongues like a serpent. Viper’s poison is under their lips. Selah.
Psalms,140,4,"Yahweh, keep me from the hands of the wicked. Preserve me from the violent men who have determined to trip my feet."
Psalms,140,5,"The proud have hidden a snare for me, they have spread the cords of a net by the path. They have set traps for me. Selah."
Psalms,140,6,"I said to Yahweh, “You are my God.” Listen to the cry of my petitions, Yahweh."
Psalms,140,7,"Yahweh, the Lord, the strength of my salvation, you have covered my head in the day of battle."
Psalms,140,8,"Yahweh, don’t grant the desires of the wicked. Don’t let their evil plans succeed, or they will become proud. Selah."
Psalms,140,9,"As for the head of those who surround me, let the mischief of their own lips cover them."
Psalms,140,10,"Let burning coals fall on them. Let them be thrown into the fire, into miry pits, from where they never rise."
Psalms,140,11,An evil speaker won’t be established in the earth. Evil will hunt the violent man to overthrow him.
Psalms,140,12,"I know that Yahweh will maintain the cause of the afflicted, and justice for the needy."
Psalms,140,13,Surely the righteous will give thanks to your name. The upright will dwell in your presence.
Psalms,141,1,"Yahweh, I have called on you. Come to me quickly! Listen to my voice when I call to you."
Psalms,141,2,Let my prayer be set before you like incense; the lifting up of my hands like the evening sacrifice.
Psalms,141,3,"Set a watch, Yahweh, before my mouth. Keep the door of my lips."
Psalms,141,4,"Don’t incline my heart to any evil thing, to practice deeds of wickedness with men who work iniquity. Don’t let me eat of their delicacies."
Psalms,141,5,"Let the righteous strike me, it is kindness; let him reprove me, it is like oil on the head; don’t let my head refuse it; Yet my prayer is always against evil deeds."
Psalms,141,6,"Their judges are thrown down by the sides of the rock. They will hear my words, for they are well spoken."
Psalms,141,7,"“As when one plows and breaks up the earth, our bones are scattered at the mouth of Sheol.”"
Psalms,141,8,"For my eyes are on you, Yahweh, the Lord. In you, I take refuge. Don’t leave my soul destitute."
Psalms,141,9,"Keep me from the snare which they have laid for me, from the traps of the workers of iniquity."
Psalms,141,10,"Let the wicked fall together into their own nets, while I pass by."
Psalms,142,1,"I cry with my voice to Yahweh. With my voice, I ask Yahweh for mercy."
Psalms,142,2,I pour out my complaint before him. I tell him my troubles.
Psalms,142,3,"When my spirit was overwhelmed within me, you knew my route. On the path in which I walk, they have hidden a snare for me."
Psalms,142,4,"Look on my right, and see; for there is no one who is concerned for me. Refuge has fled from me. No one cares for my soul."
Psalms,142,5,"I cried to you, Yahweh. I said, “You are my refuge, my portion in the land of the living.”"
Psalms,142,6,"Listen to my cry, for I am in desperate need. deliver me from my persecutors, For they are stronger than me."
Psalms,142,7,"Bring my soul out of prison, that I may give thanks to your name. The righteous will surround me, for you will be good to me."
Psalms,143,1,"Hear my prayer, Yahweh. Listen to my petitions. In your faithfulness and righteousness, relieve me."
Psalms,143,2,"Don’t enter into judgment with your servant, for in your sight no man living is righteous."
Psalms,143,3,"For the enemy pursues my soul. He has struck my life down to the ground. He has made me live in dark places, as those who have been long dead."
Psalms,143,4,Therefore my spirit is overwhelmed within me. My heart within me is desolate.
Psalms,143,5,I remember the days of old. I meditate on all your doings. I contemplate the work of your hands.
Psalms,143,6,"I spread out my hands to you. My soul thirsts for you, like a parched land. Selah."
Psalms,143,7,"Hurry to answer me, Yahweh. My spirit fails. Don’t hide your face from me, so that I don’t become like those who go down into the pit."
Psalms,143,8,"Cause me to hear your loving kindness in the morning, for I trust in you. Cause me to know the way in which I should walk, for I lift up my soul to you."
Psalms,143,9,"Deliver me, Yahweh, from my enemies. I flee to you to hide me."
Psalms,143,10,"Teach me to do your will, for you are my God. Your Spirit is good. Lead me in the land of uprightness."
Psalms,143,11,"Revive me, Yahweh, for your name’s sake. In your righteousness, bring my soul out of trouble."
Psalms,143,12,"In your loving kindness, cut off my enemies, and destroy all those who afflict my soul, For I am your servant."
Psalms,144,1,"Blessed be Yahweh, my rock, who teaches my hands to war, and my fingers to battle:"
Psalms,144,2,"my loving kindness, my fortress, my high tower, my deliverer, my shield, and he in whom I take refuge; who subdues my people under me."
Psalms,144,3,"Yahweh, what is man, that you care for him? Or the son of man, that you think of him?"
Psalms,144,4,Man is like a breath. His days are like a shadow that passes away.
Psalms,144,5,"Part your heavens, Yahweh, and come down. Touch the mountains, and they will smoke."
Psalms,144,6,"Throw out lightning, and scatter them. Send out your arrows, and rout them."
Psalms,144,7,"Stretch out your hand from above, rescue me, and deliver me out of great waters, out of the hands of foreigners;"
Psalms,144,8,"whose mouths speak deceit, Whose right hand is a right hand of falsehood."
Psalms,144,9,"I will sing a new song to you, God. On a ten-stringed lyre, I will sing praises to you."
Psalms,144,10,"You are he who gives salvation to kings, who rescues David, his servant, from the deadly sword."
Psalms,144,11,"Rescue me, and deliver me out of the hands of foreigners, whose mouths speak deceit, whose right hand is a right hand of falsehood."
Psalms,144,12,"Then our sons will be like well-nurtured plants, our daughters like pillars carved to adorn a palace."
Psalms,144,13,"Our barns are full, filled with all kinds of provision. Our sheep produce thousands and ten thousands in our fields."
Psalms,144,14,"Our oxen will pull heavy loads. There is no breaking in, and no going away, and no outcry in our streets."
Psalms,144,15,Happy are the people who are in such a situation. Happy are the people whose God is Yahweh.
Psalms,145,1,"I will exalt you, my God, the King. I will praise your name forever and ever."
Psalms,145,2,Every day I will praise you. I will extol your name forever and ever.
Psalms,145,3,"Great is Yahweh, and greatly to be praised! His greatness is unsearchable."
Psalms,145,4,"One generation will commend your works to another, and will declare your mighty acts."
Psalms,145,5,"Of the glorious majesty of your honor, of your wondrous works, I will meditate."
Psalms,145,6,Men will speak of the might of your awesome acts. I will declare your greatness.
Psalms,145,7,"They will utter the memory of your great goodness, and will sing of your righteousness."
Psalms,145,8,"Yahweh is gracious, merciful, slow to anger, and of great loving kindness."
Psalms,145,9,Yahweh is good to all. His tender mercies are over all his works.
Psalms,145,10,"All your works will give thanks to you, Yahweh. Your saints will extol you."
Psalms,145,11,"They will speak of the glory of your kingdom, and talk about your power;"
Psalms,145,12,"to make known to the sons of men his mighty acts, the glory of the majesty of his kingdom."
Psalms,145,13,"Your kingdom is an everlasting kingdom. Your dominion endures throughout all generations. Yahweh is faithful in all his words, and loving in all his deeds."
Psalms,145,14,"Yahweh upholds all who fall, and raises up all those who are bowed down."
Psalms,145,15,The eyes of all wait for you. You give them their food in due season.
Psalms,145,16,"You open your hand, and satisfy the desire of every living thing."
Psalms,145,17,"Yahweh is righteous in all his ways, and gracious in all his works."
Psalms,145,18,"Yahweh is near to all those who call on him, to all who call on him in truth."
Psalms,145,19,"He will fulfill the desire of those who fear him. He also will hear their cry, and will save them."
Psalms,145,20,"Yahweh preserves all those who love him, but all the wicked he will destroy."
